,brand,product,price,rating,rating_counts,link,material_info
784,Mast & Harbour,Men Striped Polo Pure Cotton T-shirt,584,"4.2
|
835","|
835",https://www.myntra.com/tshirts/mast--harbour/mast--harbour-blue--white-striped-polo-pure-cotton-t-shirt/1097633/buy,"100% cotton
Machine-wash cold"
785,Nike,Men Brand Logo Printed T-shirt,1196,"4.4
|
55","|
55",https://www.myntra.com/tshirts/nike/nike-men-black--blue-brand-logo-printed-club-t-shirt/18962848/buy,"100% cotton
Machine Wash"
786,Puma,Men Dry-CELL Training T-shirt,1749,"4.4
|
7","|
7",https://www.myntra.com/tshirts/puma/puma-men-solid-dry-cell-training-t-shirt/18981814/buy,"94% Polyester, 6% Elastane
Close All Fastenings;
Use Only Mild Detergent
Wash with similar color"
787,Roadster,Pack of 2 Round Neck T-shirt,519,"4.1
|
356","|
356",https://www.myntra.com/tshirts/roadster/roadster-men-pack-of-2-solid-round-neck-t-shirt/12117174/buy,"Material: Cotton
Machine Wash"
788,Roadster,Men Striped Polo Collar T-shirt,599,"4.2
|
17","|
17",https://www.myntra.com/tshirts/roadster/roadster-men-off-white--mustard-yellow-striped-polo-collar-pure-cotton-t-shirt/16997404/buy,"Pure cotton
Machine wash"
789,Roadster,Printed Round Neck Pure Cotton T-shirt,499,"4.2
|
2k","|
2k",https://www.myntra.com/tshirts/roadster/roadster-men-maroon--black-printed-round-neck-pure-cotton-t-shirt/10938426/buy,"Material: 100% Cotton
Machine Wash"
790,encore by INVICTUS,Men Polo Collar T-shirt,649,"4
|
86","|
86",https://www.myntra.com/tshirts/encore-by-invictus/encore-by-invictus-men-maroon-solid-polo-collar-t-shirt/18515468/buy,"600% Cotton, 40%polyester
Machine wash"
791,HRX by Hrithik Roshan,Men Solid Yoga Tank Organic Cotton Sustainable T-shirt,269,"4.3
|
1.4k","|
1.4k",https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-white-solid-yoga-tank-organic-cotton-sustainable-t-shirt/8905345/buy,"100% organic cotton
Machine-wash cold"
792,Nike,Men Brand Logo Printed Dri-FIT T-shirt,1865,"3.9
|
22","|
22",https://www.myntra.com/tshirts/nike/nike-men-black--white-brand-logo-printed-dri-fit-tennis-t-shirt/19222796/buy,"59% COTTON 41% POLYESTER
Machine wash"
793,U.S. Polo Assn.,Men Solid Slim Fit T-shirt,2099,"4.3
|
23","|
23",https://www.myntra.com/tshirts/us-polo-assn/us-polo-assn-men-blue-solid-slim-fit-t-shirt/19022838/buy,"52% cotton, 43% bamboo and 5% elastane
Machine wash"
794,Nike,Men Dri-FIT Training T-shirt,1435,"4
|
21","|
21",https://www.myntra.com/tshirts/nike/nike-men-solid-rlgd-reset-dri-fit-sustainable-training-t-shirt/20073324/buy,"100% Polyester
Machine Wash"
795,max,Men Lounge T-shirt,599,"4.6
|
5","|
5",https://www.myntra.com/lounge-tshirts/max/max-men-rust-coral-lounge-t-shirt/20961922/buy,"Poly cotton
Machine wash"
796,Roadster,Solid Scoop Neck Pure Cotton T-shirt,274,"4.1
|
1.4k","|
1.4k",https://www.myntra.com/tshirts/roadster/roadster-men-charcoal-grey-melange-solid-scoop-neck-pure-cotton-t-shirt-with-racer-back/11632492/buy,"Material: 100% cotton
Machine Wash"
797,ADIDAS Originals,Men Brand Logo Printed T-shirt,1839,"4.2
|
13","|
13",https://www.myntra.com/tshirts/adidas-originals/adidas-originals-men-rust-brown--white-brand-logo-printed-pure-cotton-t-shirt/19187050/buy,"100% cotton
Machine wash"
798,Mr Bowerbird,Philosophy Oversized T-shirt,674,"4.5
|
70","|
70",https://www.myntra.com/tshirts/mr-bowerbird/mr-bowerbird-men-lavender-pure-cotton-philosophy-oversized-t-shirt/15732508/buy,"100% Cotton
Machine wash"
799,Nautica,Men Solid Polo Collar T-shirt,979,"4.6
|
296","|
296",https://www.myntra.com/tshirts/nautica/nautica-men-mustard-yellow-solid-polo-collar-embroidered-t-shirt/11032148/buy,"Material:96% Cotton, 4% elastane
Machine Wash"
800,Kook N Keech,Printed Round Neck T-shirt,359,"4
|
3.1k","|
3.1k",https://www.myntra.com/tshirts/kook-n-keech/kook-n-keech-men-black-printed-round-neck-t-shirt/2388040/buy,"Cotton
Machine-wash"
